Date,Open,High,Low,Close,Adj Close,Volume
2011-02-11,12.669643,12.778571,12.626429,12.744643,10.789610,367572800
2011-02-14,12.742500,12.838571,12.739643,12.827857,10.860058,310416400
2011-02-15,12.828214,12.856071,12.769643,12.853571,10.881828,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,10.979492,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,10.833448,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.599429,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.238108,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.359354,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.367211,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.526861,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.679553,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.561630,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.646593,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,10.871548,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,10.884851,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.744558,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.756649,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.657175,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.481811,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.642660,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.690134,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.444318,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,9.978080,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.118073,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,9.998036,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.258971,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.316422,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.255644,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.430408,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.629060,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.595798,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.611522,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.541071,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.537442,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.418014,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.316116,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.246572,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.220874,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.222083,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.130769,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.001969,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.050344,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.163127,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.050946,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,9.900980,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.033717,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.215431,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.353004,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.603660,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.673502,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.595192,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.587029,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.484228,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.586424,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.470015,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.528066,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.569492,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.484228,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.481507,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.509929,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.565863,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.498741,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.478786,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.295254,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.077556,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.163424,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.276207,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.296163,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.135609,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.110815,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.043998,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.182778,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.128957,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.201824,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.516884,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.446733,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.464572,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.384147,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.220874,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.039462,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.045510,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.022830,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,9.853809,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,9.874976,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.051554,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,9.879515,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,9.831438,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.683283,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.533917,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,9.835672,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.754337,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.014969,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,9.867421,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.039462,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.136822,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.099931,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.149218,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.378707,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.565262,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.635708,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.800191,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,10.876081,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.703433,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.695877,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,10.824985,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.817428,430533600
2011-07-15,12.898929,13.035714,12.827500,13.032857,11.033609,484467200
2011-07-18,13.051071,13.380357,13.045714,13.350000,11.302108,572653200
2011-07-19,13.500000,13.523214,13.332857,13.458929,11.394322,819145600
2011-07-20,14.147143,14.152500,13.785714,13.817857,11.698188,941340400
2011-07-21,13.819643,13.930714,13.710714,13.831786,11.709982,526534400
2011-07-22,13.868571,14.108929,13.848214,14.046429,11.891700,516728800
2011-07-25,13.941071,14.285714,13.915000,14.232143,12.048926,589806000
2011-07-26,14.285714,14.446429,14.274286,14.407500,12.197382,476582400
2011-07-27,14.306786,14.380000,14.005357,14.021071,11.870234,659324400
2011-07-28,13.986429,14.178214,13.861786,13.993571,11.846947,594034000
2011-07-29,13.844286,14.112500,13.714286,13.945714,11.806434,632584400
2011-08-01,14.206429,14.267857,14.013214,14.169643,11.996015,612836000
2011-08-02,14.201786,14.210714,13.869643,13.889643,11.758965,639539600
2011-08-03,13.963571,14.055357,13.651429,14.020357,11.869628,732508000
2011-08-04,13.907500,13.975714,13.476786,13.477500,11.410043,871407600
2011-08-05,13.587143,13.696429,12.948929,13.343571,11.296660,1204590800
2011-08-08,12.917500,13.134643,12.607857,12.614643,10.679553,1143833600
2011-08-09,12.903571,13.378929,12.678571,13.357500,11.308454,1082583600
2011-08-10,13.255357,13.380357,12.946429,12.988929,10.996421,878656800
2011-08-11,13.232857,13.408929,13.025714,13.346429,11.299082,741969200
2011-08-12,13.502500,13.558571,13.365357,13.463929,11.398554,528976000
2011-08-15,13.558214,13.748929,13.503214,13.693214,11.592669,460544000
2011-08-16,13.625714,13.691786,13.430714,13.588571,11.504076,498750000
2011-08-17,13.653929,13.732857,13.500000,13.587143,11.502870,442061200
2011-08-18,13.244286,13.308929,12.906071,13.073214,11.067775,851435200
2011-08-19,12.934643,13.107143,12.714286,12.715357,10.764815,775888400
2011-08-22,13.018214,13.031429,12.681786,12.730000,10.777212,535315200
2011-08-23,12.867857,13.344286,12.750000,13.342857,11.296056,656835200
2011-08-24,13.338214,13.534286,13.235714,13.435000,11.374064,626267600
2011-08-25,13.038571,13.408929,13.035714,13.347143,11.299685,871346000
2011-08-26,13.256071,13.707143,13.242857,13.699286,11.597811,641477200
2011-08-29,13.863571,13.982143,13.857143,13.927500,11.791013,405269200
2011-08-30,13.866071,13.994286,13.793214,13.928214,11.791617,417922400
2011-08-31,13.948929,14.002857,13.637857,13.743929,11.635603,522586400
2011-09-01,13.779286,13.833571,13.597143,13.608214,11.520705,343725200
2011-09-02,13.383571,13.500000,13.279643,13.358929,11.309663,438939200
2011-09-06,13.120357,13.583214,13.088571,13.562143,11.481704,509698000
2011-09-07,13.770000,13.771429,13.642857,13.711786,11.608390,350576800
2011-09-08,13.657143,13.878929,13.653929,13.719286,11.614742,416158400
2011-09-09,13.711786,13.785714,13.393571,13.481429,11.413370,564813200
2011-09-12,13.321429,13.602857,13.282143,13.569286,11.487751,467832400
2011-09-13,13.647857,13.793214,13.580357,13.736429,11.629253,440560400
2011-09-14,13.822143,14.007500,13.777143,13.903571,11.770757,534724400
2011-09-15,13.979643,14.059286,13.925000,14.034286,11.881416,417818800
2011-09-16,14.126429,14.303571,14.108214,14.303571,12.109394,698513200
2011-09-19,14.178571,14.758214,14.114286,14.701071,12.445916,823860800
2011-09-20,14.830357,15.102143,14.685357,14.766071,12.500949,775754000
2011-09-21,14.987143,15.056786,14.714286,14.719286,12.461337,605976000
2011-09-22,14.322500,14.636429,14.167857,14.350714,12.149308,968480800
2011-09-23,14.295714,14.526429,14.280357,14.439286,12.224291,546277200
2011-09-26,14.280714,14.427857,13.975000,14.398929,12.190121,812876400
2011-09-27,14.597500,14.616071,14.216429,14.259286,12.071906,632497600
2011-09-28,14.292500,14.419286,14.161071,14.178929,12.003874,429637600
2011-09-29,14.354286,14.364643,13.793214,13.948929,11.809155,651086800
2011-09-30,13.825714,13.888929,13.613571,13.618571,11.529479,547640800
2011-10-03,13.584643,13.665714,13.327500,13.378571,11.326289,669099200
2011-10-04,13.377500,13.635714,12.651429,13.303571,11.262795,1233677200
2011-10-05,13.137857,13.565000,12.867857,13.508929,11.436653,786469600
2011-10-06,13.333214,13.742143,13.278571,13.477500,11.410043,812582400
2011-10-07,13.420714,13.490714,13.160357,13.207143,11.181161,535458000
2011-10-10,13.538929,13.886071,13.507500,13.886071,11.755939,442514800
2011-10-11,14.020357,14.399286,13.982143,14.296071,12.103049,605687600
2011-10-12,14.547857,14.616071,14.290714,14.363929,12.160496,622286000
2011-10-13,14.463571,14.586786,14.387500,14.586786,12.349167,426185200
2011-10-14,14.886786,15.071429,14.831071,15.071429,12.759466,573367200
2011-10-17,15.062143,15.239286,14.855000,14.999643,12.698690,686044800
2011-10-18,15.062857,15.171786,14.856786,15.080000,12.766717,881602400
2011-10-19,14.333929,14.586429,14.207143,14.236429,12.052556,1104059600
2011-10-20,14.285714,14.298214,14.078929,14.118214,11.952470,549270400
2011-10-21,14.217857,14.255000,13.955357,14.031071,11.878696,621244400
2011-10-24,14.149286,14.517857,14.121429,14.491786,12.268737,502138000
2011-10-25,14.465357,14.519643,14.192143,14.206071,12.026853,430427200
2011-10-26,14.348571,14.376786,14.041071,14.307143,12.112417,456304800
2011-10-27,14.555714,14.607143,14.353214,14.453214,12.236088,494664800
2011-10-28,14.392857,14.512500,14.375357,14.462500,12.243945,322842800
2011-10-31,14.372143,14.618929,14.323214,14.456429,12.238805,385501200
2011-11-01,14.193214,14.267857,14.043571,14.161071,11.988756,531790000
2011-11-02,14.288929,14.301429,14.111071,14.193214,12.015968,327350800
2011-11-03,14.252500,14.407143,14.120000,14.395357,12.187101,441386400
2011-11-04,14.358214,14.408571,14.255714,14.294286,12.101534,302229200
2011-11-07,14.282500,14.285714,14.147500,14.276071,12.086115,270275600
2011-11-08,14.364643,14.571429,14.341429,14.508214,12.282646,400442000
2011-11-09,14.177500,14.317500,14.079643,14.117143,11.951566,558684000
2011-11-10,14.179643,14.186071,13.648214,13.757857,11.647394,744752400
2011-11-11,13.807500,13.882143,13.580714,13.736429,11.629253,653786000
2011-11-14,13.697143,13.758929,13.507143,13.545000,11.467190,432905200
2011-11-15,13.600000,13.910714,13.551786,13.886786,11.756548,430810800
2011-11-16,13.901786,13.969286,13.725714,13.741786,11.633789,349210400
2011-11-17,13.713571,13.735000,13.410714,13.478929,11.411254,479900400
2011-11-18,13.532857,13.571071,13.388571,13.390714,11.336568,371938000
2011-11-21,13.228571,13.274286,13.068214,13.178929,11.157273,447980400
2011-11-22,13.250714,13.497500,13.247857,13.446786,11.384045,409021200
2011-11-23,13.375357,13.422857,13.102857,13.106786,11.096198,428271200
2011-11-25,13.157857,13.255357,12.975714,12.984643,10.992792,254760800
2011-11-28,13.298214,13.454286,13.226071,13.432857,11.372248,346413200
2011-11-29,13.422857,13.529643,13.221429,13.328571,11.283963,375855200
2011-11-30,13.617500,13.652857,13.510714,13.650000,11.556086,405938400
2011-12-01,13.662143,13.892857,13.598214,13.854643,11.729333,387181200
2011-12-02,13.922500,14.058214,13.877857,13.917857,11.782849,379055600
2011-12-05,14.053214,14.157500,13.942500,14.036071,11.882932,357210000
2011-12-06,14.018214,14.093929,13.906429,13.962500,11.820642,283598000
2011-12-07,13.926071,13.962143,13.812857,13.896071,11.764405,304746400
2011-12-08,13.980357,14.125000,13.936786,13.952143,11.811874,376356400
2011-12-09,14.030357,14.072857,13.965357,14.057857,11.901375,296993200
2011-12-12,13.988571,14.067857,13.908929,13.994286,11.847555,301067200
2011-12-13,14.035714,14.121429,13.825000,13.886071,11.755939,338928800
2011-12-14,13.810714,13.835000,13.488571,13.578214,11.495310,406887600
2011-12-15,13.690357,13.705000,13.511071,13.533571,11.457515,256200000
2011-12-16,13.584286,13.719643,13.556071,13.607857,11.520406,421478400
2011-12-19,13.659643,13.744643,13.588571,13.650357,11.556387,235530400
2011-12-20,13.848571,14.146429,13.830714,14.141071,11.971824,337215200
2011-12-21,14.167500,14.189286,14.000357,14.158929,11.986942,262948000
2011-12-22,14.178571,14.254643,14.146429,14.233929,12.050438,202358800
2011-12-23,14.274643,14.413929,14.267500,14.404643,12.194963,269399200
2011-12-27,14.396429,14.610357,14.393571,14.518929,12.291717,265076000
2011-12-28,14.531786,14.580357,14.333571,14.380000,12.174098,228662000
2011-12-29,14.407143,14.487500,14.303929,14.468571,12.249084,215978000
2011-12-30,14.411071,14.510000,14.410357,14.464286,12.245459,179662000
2012-01-03,14.621429,14.732143,14.607143,14.686786,12.433825,302220800
2012-01-04,14.642857,14.810000,14.617143,14.765714,12.500645,260022000
2012-01-05,14.819643,14.948214,14.738214,14.929643,12.639427,271269600
2012-01-06,14.991786,15.098214,14.972143,15.085714,12.771555,318292800
2012-01-09,15.196429,15.276786,15.048214,15.061786,12.751299,394024400
2012-01-10,15.211071,15.214286,15.053571,15.115714,12.796953,258196400
2012-01-11,15.095714,15.101786,14.975357,15.091071,12.776093,215084800
2012-01-12,15.081429,15.103571,14.955357,15.049643,12.741019,212587200
2012-01-13,14.989286,15.016071,14.952143,14.993214,12.693248,226021600
2012-01-17,15.150000,15.213929,15.105714,15.167857,12.841103,242897200
2012-01-18,15.248571,15.338214,15.225000,15.325357,12.974442,276791200
2012-01-19,15.362500,15.406071,15.232500,15.276786,12.933318,261738400
2012-01-20,15.267500,15.267857,14.991071,15.010714,12.708064,413974400
2012-01-23,15.095357,15.301786,15.082143,15.264643,12.923041,306062400
2012-01-24,15.182143,15.182143,14.983929,15.014643,12.711389,547638000
2012-01-25,16.230000,16.230356,15.847500,15.952143,13.505075,958314000
2012-01-26,16.012857,16.028214,15.826429,15.879643,13.443696,323985200
2012-01-27,15.869286,16.017143,15.848929,15.974286,13.523824,299709200
2012-01-30,15.918214,16.210714,15.906786,16.178928,13.697076,379341200
2012-01-31,16.271070,16.365713,16.181070,16.302856,13.801991,391683600
2012-02-01,16.371786,16.392500,16.269644,16.292500,13.793222,270046000
2012-02-02,16.282143,16.327499,16.213572,16.254286,13.760870,186796400
2012-02-03,16.332144,16.428572,16.270000,16.417143,13.898745,286599600
2012-02-06,16.370714,16.606428,16.364286,16.570356,14.028459,249412800
2012-02-07,16.616072,16.776787,16.592142,16.743929,14.175399,316223600
2012-02-08,16.803572,17.028214,16.775000,17.024286,14.412753,407890000
2012-02-09,17.170000,17.741072,17.162857,17.613214,14.911336,884214800
2012-02-10,17.534286,17.772142,17.448214,17.622143,14.918894,631302000
2012-02-13,17.840357,17.993929,17.753214,17.950001,15.196459,517216000
2012-02-14,18.023571,18.198570,17.928572,18.195000,15.403874,460398400
2012-02-15,18.366428,18.796070,17.746071,17.773930,15.047395,1506120000
2012-02-16,17.553572,18.031786,17.379642,17.936071,15.184669,944552000
2012-02-17,17.968214,18.134644,17.867857,17.932858,15.181952,535805200
2012-02-21,18.102858,18.387501,18.004286,18.387501,15.566845,605595200
2012-02-22,18.324286,18.410357,18.181070,18.322857,15.512125,483302400
2012-02-23,18.395714,18.493929,18.196428,18.442499,15.613410,568027600
2012-02-24,18.559643,18.674999,18.522858,18.657499,15.795432,415072000
2012-02-27,18.618214,18.875000,18.438572,18.777143,15.896724,547582000
2012-02-28,18.855715,19.121786,18.780357,19.121786,16.188494,600387200
2012-02-29,19.341429,19.557501,19.132143,19.372856,16.401049,952011200
2012-03-01,19.577499,19.578930,19.241785,19.445356,16.462429,683270000
2012-03-02,19.437143,19.528570,19.375713,19.470715,16.483894,431712400
2012-03-05,19.479286,19.552856,18.785713,19.041430,16.120466,809124400
2012-03-06,18.702143,19.060356,18.436428,18.937857,16.032778,810238800
2012-03-07,19.171429,19.206429,18.689285,18.953215,16.045782,798520800
2012-03-08,19.096071,19.392500,19.004286,19.356787,16.387453,516457200
2012-03-09,19.436071,19.562143,19.396786,19.470358,16.483595,418919200
2012-03-12,19.606428,19.714287,19.535713,19.714287,16.690105,407282400
2012-03-13,19.912144,20.292143,19.848213,20.289286,17.176905,690855200
2012-03-14,20.644644,21.240000,20.549999,21.056429,17.826363,1418844000
2012-03-15,21.414642,21.428928,20.662500,20.912857,17.704811,1159718000
2012-03-16,20.882856,21.042856,20.642857,20.913214,17.705111,825487600
2012-03-19,21.370358,21.491785,21.037500,21.467857,18.174675,901236000
2012-03-20,21.411072,21.674999,21.124287,21.641430,18.321623,816662000
2012-03-21,21.526428,21.773214,21.478930,21.517857,18.217007,644042000
2012-03-22,21.349285,21.589287,21.268929,21.405001,18.121466,623870800
2012-03-23,21.446072,21.492857,21.228571,21.287500,18.021988,430488800
2012-03-26,21.421070,21.683929,21.259287,21.677856,18.352465,595742000
2012-03-27,21.649286,22.010000,21.645000,21.945715,18.579224,607129600
2012-03-28,22.084999,22.194643,21.796785,22.057858,18.674164,655460400
2012-03-29,21.885000,22.020000,21.686787,21.780714,18.439541,608238400
2012-03-30,21.741785,21.805714,21.355000,21.412500,18.127813,731038000
2012-04-02,21.493929,22.098928,21.442142,22.093929,18.704706,598351600
2012-04-03,22.403570,22.578930,22.232500,22.475714,19.027931,834559600
2012-04-04,22.298214,22.352142,22.035713,22.296785,18.876446,572980800
2012-04-05,22.392143,22.666430,22.264286,22.631430,19.159752,641298000
2012-04-09,22.361786,22.851429,22.332144,22.722500,19.236855,597536800
2012-04-10,22.854643,23.000000,22.357143,22.444286,19.001318,889725200
2012-04-11,22.721430,22.745358,22.262142,22.364286,18.933596,696614800
2012-04-12,22.321428,22.547501,22.160713,22.241785,18.829878,614336800
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.299551,859644800
2012-04-16,21.787857,21.795713,20.651787,20.718929,17.540630,1050786800
2012-04-17,20.676430,21.785713,20.425358,21.775000,18.434704,1025528000
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.393583,954531200
2012-04-19,21.436428,21.597500,20.875713,20.980000,17.761654,834719200
2012-04-20,21.120714,21.236429,20.372143,20.463572,17.324448,1030985200
2012-04-23,20.378929,20.595358,19.879286,20.417856,17.285749,966529200
2012-04-24,20.093214,20.274643,19.821428,20.010000,16.940453,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.443777,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.374229,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.232121,406722400
2012-04-30,21.350000,21.371429,20.821428,20.856428,17.657042,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.601101,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.717512,427389200
2012-05-03,21.089287,21.121429,20.725000,20.779285,17.591730,390549600
2012-05-04,20.610001,20.655714,20.184643,20.187500,17.090729,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.218624,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.179314,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.209553,480704000
2012-05-10,20.520714,20.567142,20.301430,20.375713,17.250065,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.134869,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,16.878168,352626400
2012-05-15,20.051786,20.115000,19.705357,19.756071,16.725483,476336000
2012-05-16,19.787500,19.888929,19.322857,19.502857,16.511103,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.028547,717220000
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.036407,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,16.970690,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,16.840376,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.251282,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.092836,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.001226,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.302979,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.511604,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.468065,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,16.961926,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.061699,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.017557,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.278492,401455600
2012-06-07,20.617500,20.618570,20.375000,20.418571,17.286354,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.546375,347516400
2012-06-11,20.990000,21.017857,20.379642,20.398930,17.269722,591264800
2012-06-12,20.516430,20.593571,20.239286,20.577143,17.420597,435380400
2012-06-13,20.518572,20.660000,20.370714,20.434286,17.299650,293580000
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.280607,345573200
2012-06-15,20.392857,20.522142,20.341070,20.504642,17.359224,335255200
2012-06-18,20.391430,20.996071,20.370358,20.920713,17.711466,440412000
2012-06-19,20.835714,21.071428,20.825001,20.978930,17.760750,361404400
2012-06-20,21.007500,21.044643,20.742857,20.919287,17.710258,358943200
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.466253,326351200
2012-06-22,20.680000,20.792500,20.550714,20.789286,17.600197,284471600
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.257637,304382400
2012-06-26,20.404642,20.517500,20.261786,20.429644,17.295721,276536400
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.370401,202997200
2012-06-28,20.416786,20.500000,20.200357,20.323214,17.205622,282836400
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.657648,421500800
2012-07-02,20.883215,21.195356,20.842857,21.161428,17.915257,400092000
2012-07-03,21.245714,21.428572,21.214287,21.407499,18.123571,241712800
2012-07-05,21.448570,21.940714,21.416071,21.783571,18.441961,484383200
2012-07-06,21.681786,21.730000,21.485001,21.638571,18.319206,418930400
2012-07-09,21.617857,21.924999,21.575357,21.924643,18.561392,379405600
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.389652,511957600
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.275360,469322000
2012-07-12,21.437143,21.552500,21.167143,21.389286,18.108160,428041600
2012-07-13,21.533930,21.685356,21.428572,21.606071,18.291689,311427200
2012-07-16,21.611429,21.843571,21.607857,21.675358,18.350348,301260400
